part,exercise,dynamic,source_note,target_note,interval_semitones,start_beat,instruction
VlnI,legato,mp,60,55,-5,0.0,connect naturally; preserve bow/finger noise
VlnII,portamento,mf,67,55,-12,275.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,58,-9,280.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,60,-7,285.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,62,-5,290.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,63,-4,295.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,64,-3,300.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,70,3,305.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,71,4,310.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,72,5,315.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,74,7,320.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,76,9,325.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,67,79,12,330.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,59,-12,335.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,62,-9,340.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,64,-7,345.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,66,-5,350.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,67,-4,355.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,68,-3,360.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,74,3,365.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,75,4,370.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,76,5,375.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,78,7,380.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,80,9,385.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,71,83,12,390.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,62,-12,395.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,65,-9,400.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,67,-7,405.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,69,-5,410.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,70,-4,415.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,71,-3,420.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,77,3,425.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,78,4,430.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,79,5,435.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,81,7,440.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,74,83,9,445.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,crescendo,curve,59,59,0,0.0,hold 4 beats; follow CC curve musically
VlnII,diminuendo,curve,59,59,0,5.0,hold 4 beats; follow CC curve musically
VlnII,delayed_vibrato,curve,59,59,0,10.0,hold 4 beats; follow CC curve musically
VlnII,no_vibrato,curve,59,59,0,15.0,hold 4 beats; follow CC curve musically
VlnII,crescendo,curve,67,67,0,20.0,hold 4 beats; follow CC curve musically
VlnII,diminuendo,curve,67,67,0,25.0,hold 4 beats; follow CC curve musically
VlnII,delayed_vibrato,curve,67,67,0,30.0,hold 4 beats; follow CC curve musically
VlnII,no_vibrato,curve,67,67,0,35.0,hold 4 beats; follow CC curve musically
VlnII,crescendo,curve,74,74,0,40.0,hold 4 beats; follow CC curve musically
VlnII,diminuendo,curve,74,74,0,45.0,hold 4 beats; follow CC curve musically
VlnII,delayed_vibrato,curve,74,74,0,50.0,hold 4 beats; follow CC curve musically
VlnII,no_vibrato,curve,74,74,0,55.0,hold 4 beats; follow CC curve musically
Viola,legato,mp,52,48,-4,0.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,49,-3,5.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,50,-2,10.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,51,-1,15.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,53,1,20.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,54,2,25.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,55,3,30.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,56,4,35.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,57,5,40.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,59,7,45.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,52,64,12,50.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,48,-7,55.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,50,-5,60.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,51,-4,65.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,52,-3,70.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,53,-2,75.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,54,-1,80.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,56,1,85.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,57,2,90.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,58,3,95.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,59,4,100.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,60,5,105.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,62,7,110.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,55,67,12,115.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,48,-12,120.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,53,-7,125.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,55,-5,130.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,56,-4,135.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,57,-3,140.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,58,-2,145.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,59,-1,150.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,61,1,155.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,62,2,160.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,63,3,165.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,64,4,170.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,65,5,175.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,67,7,180.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,60,72,12,185.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,52,-12,190.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,57,-7,195.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,59,-5,200.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,60,-4,205.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,61,-3,210.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,62,-2,215.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,63,-1,220.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,65,1,225.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,66,2,230.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,67,3,235.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,68,4,240.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,69,5,245.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,71,7,250.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,64,76,12,255.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,55,-12,260.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,60,-7,265.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,62,-5,270.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,63,-4,275.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,64,-3,280.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,65,-2,285.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,66,-1,290.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,68,1,295.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,69,2,300.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,70,3,305.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,71,4,310.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,72,5,315.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,74,7,320.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,67,79,12,325.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,60,-12,330.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,65,-7,335.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,67,-5,340.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,68,-4,345.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,69,-3,350.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,70,-2,355.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,71,-1,360.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,73,1,365.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,74,2,370.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,75,3,375.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,76,4,380.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,77,5,385.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,72,79,7,390.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,64,-12,395.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,69,-7,400.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,71,-5,405.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,72,-4,410.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,73,-3,415.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,74,-2,420.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,75,-1,425.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,77,1,430.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,78,2,435.0,connect naturally; preserve bow/finger noise
Viola,legato,mp,76,79,3,440.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,48,-4,445.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,49,-3,450.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,50,-2,455.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,51,-1,460.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,53,1,465.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,54,2,470.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,55,3,475.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,56,4,480.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,57,5,485.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,59,7,490.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,52,64,12,495.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,48,-7,500.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,50,-5,505.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,51,-4,510.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,52,-3,515.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,53,-2,520.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,54,-1,525.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,56,1,530.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,57,2,535.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,58,3,540.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,59,4,545.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,60,5,550.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,62,7,555.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,55,67,12,560.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,48,-12,565.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,53,-7,570.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,55,-5,575.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,56,-4,580.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,57,-3,585.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,58,-2,590.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,59,-1,595.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,61,1,600.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,62,2,605.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,63,3,610.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,64,4,615.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,65,5,620.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,67,7,625.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,60,72,12,630.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,52,-12,635.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,57,-7,640.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,59,-5,645.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,60,-4,650.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,61,-3,655.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,62,-2,660.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,63,-1,665.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,65,1,670.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,66,2,675.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,67,3,680.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,68,4,685.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,69,5,690.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,71,7,695.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,64,76,12,700.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,55,-12,705.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,60,-7,710.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,62,-5,715.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,63,-4,720.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,64,-3,725.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,65,-2,730.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,66,-1,735.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,68,1,740.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,69,2,745.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,70,3,750.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,71,4,755.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,72,5,760.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,74,7,765.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,67,79,12,770.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,60,-12,775.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,65,-7,780.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,67,-5,785.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,68,-4,790.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,69,-3,795.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,70,-2,800.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,71,-1,805.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,73,1,810.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,74,2,815.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,75,3,820.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,76,4,825.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,77,5,830.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,72,79,7,835.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,64,-12,840.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,69,-7,845.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,71,-5,850.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,72,-4,855.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,73,-3,860.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,74,-2,865.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,75,-1,870.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,77,1,875.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,78,2,880.0,connect naturally; preserve bow/finger noise
Viola,legato,mf,76,79,3,885.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,48,-4,890.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,49,-3,895.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,50,-2,900.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,51,-1,905.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,53,1,910.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,54,2,915.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,55,3,920.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,56,4,925.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,57,5,930.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,59,7,935.0,connect naturally; preserve bow/finger noise
Viola,legato,f,52,64,12,940.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,48,-7,945.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,50,-5,950.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,51,-4,955.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,52,-3,960.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,53,-2,965.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,54,-1,970.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,56,1,975.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,57,2,980.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,58,3,985.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,59,4,990.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,60,5,995.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,62,7,1000.0,connect naturally; preserve bow/finger noise
Viola,legato,f,55,67,12,1005.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,48,-12,1010.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,53,-7,1015.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,55,-5,1020.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,56,-4,1025.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,57,-3,1030.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,58,-2,1035.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,59,-1,1040.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,61,1,1045.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,62,2,1050.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,63,3,1055.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,64,4,1060.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,65,5,1065.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,67,7,1070.0,connect naturally; preserve bow/finger noise
Viola,legato,f,60,72,12,1075.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,52,-12,1080.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,57,-7,1085.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,59,-5,1090.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,60,-4,1095.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,61,-3,1100.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,62,-2,1105.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,63,-1,1110.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,65,1,1115.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,66,2,1120.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,67,3,1125.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,68,4,1130.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,69,5,1135.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,71,7,1140.0,connect naturally; preserve bow/finger noise
Viola,legato,f,64,76,12,1145.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,55,-12,1150.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,60,-7,1155.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,62,-5,1160.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,63,-4,1165.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,64,-3,1170.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,65,-2,1175.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,66,-1,1180.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,68,1,1185.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,69,2,1190.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,70,3,1195.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,71,4,1200.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,72,5,1205.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,74,7,1210.0,connect naturally; preserve bow/finger noise
Viola,legato,f,67,79,12,1215.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,60,-12,1220.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,65,-7,1225.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,67,-5,1230.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,68,-4,1235.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,69,-3,1240.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,70,-2,1245.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,71,-1,1250.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,73,1,1255.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,74,2,1260.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,75,3,1265.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,76,4,1270.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,77,5,1275.0,connect naturally; preserve bow/finger noise
Viola,legato,f,72,79,7,1280.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,64,-12,1285.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,69,-7,1290.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,71,-5,1295.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,72,-4,1300.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,73,-3,1305.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,74,-2,1310.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,75,-1,1315.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,77,1,1320.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,78,2,1325.0,connect naturally; preserve bow/finger noise
Viola,legato,f,76,79,3,1330.0,connect naturally; preserve bow/finger noise
Viola,portamento,mp,55,48,-7,0.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,50,-5,5.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,51,-4,10.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,52,-3,15.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,58,3,20.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,59,4,25.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,60,5,30.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,62,7,35.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,64,9,40.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,55,67,12,45.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,48,-12,50.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,51,-9,55.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,53,-7,60.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,55,-5,65.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,56,-4,70.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,57,-3,75.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,63,3,80.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,64,4,85.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,65,5,90.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,67,7,95.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,69,9,100.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,60,72,12,105.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,52,-12,110.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,55,-9,115.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,57,-7,120.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,59,-5,125.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,60,-4,130.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,61,-3,135.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,67,3,140.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,68,4,145.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,69,5,150.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,71,7,155.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,73,9,160.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,64,76,12,165.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,55,-12,170.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,58,-9,175.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,60,-7,180.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,62,-5,185.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,63,-4,190.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,64,-3,195.0,restrained Mandarin-ballad slide; do not exaggerate
Viola,portamento,mp,67,70,3,200.0,restrained Mandarin-ballad slide; do not exaggerate
